"GENE_ACCESSION_ID","GENE_SYMBOL","MOUSE_STRAIN","MOUSE_LIFE_STAGE","PARAMETER_ID","PVALUE","PARAMETER_NAME","ANALYSIS_ID"
"MGI:1860383","Cd160","C57BL","Early adult","JAX_SLW_014_001",0.4172751,"Breath rate during sleep standard deviation","81uck5hd74l7k5q"
"MGI:1914780","Uqcrb","C57BL","Early adult","JAXLA_CSD_004_001",0.3528994,"Tail - morphology","81uog32zu513g66"
"MGI:1347061","Abcg2","C57BL","Early adult","IMPC_HWT_008_001",0.8194109,"Heart weight","81v0at6ge68m41k"
"MGI:96669","Kcnc3","C57BL","Late adult","JAXLA_DXA_004_001",9.424071e-08,"Bone Mineral Density (excluding skull)","81v7f81b15hscvt"
"MGI:1915485","Mturn","C57BL",NA,"JAXLA_CSD_077_001",0.695545,"Contact righting","81v84g8uk3y6m00"
"MGI:2442221","Zfp652","C57BL","E18.5","IMPC_HEM_008_001",0.387021,"Platelet count","81va6yw91y9m7v7"
"MGI:2686600","Zfp174","C57BL","Early adult","IMPC_XRY_019_001",0.6293368,"Fusion of vertebrae","81w16xta0x9k20h"
"MGI:1916340","Ascc1","C57BL","Early adult","GMC_905_001_003",0.7958249,"Platelet","81w1pqa9e51q7z8"
"MGI:1914780","Uqcrb","C57BL","Early adult","IMPC_CBC_018_001",0.4158617,"Glucose","81x6ahif415s4i5"
"MGI:2384919","Rxylt1","C57BL","Middle aged adult","GMC_906_001_004",0.7377895,"Sodium","81x92ff17r61621"
"MGI:3588207","Dnaaf3","C57BL","E18.5","JAX_OFD_014_001",0.4777088,"Center distance travelled","81y3h414xt037pe"
"MGI:104294","Tyro3","C57BL","Early adult","IMPC_HEM_007_001",0.7870362,"Mean cell hemoglobin concentration","81zx47m96681cd4"
"MGI:2384919","Rxylt1","C57BL","E9.5","IMPC_CSD_013_001",0.563276,"Coat - hair distribution - abdomen","820pzxk16f24h28"
"MGI:97491","Pax7","C57BL","E12.5","JAXLA_OFD_021_001",0.9462718,"Number of rears - total","82126339c1hu9pw"
"MGI:1923061","Saxo1","C57BL","Early adult","JAXLA_CSD_004_001",0.9262658,"Tail - morphology","82167g5r8ysa900"
"MGI:1920393","Wdr37","C57BL","Early adult","JAX_OFD_010_001",0.06595515,"Periphery distance travelled","821w261vm2679ia"
"MGI:2155959","Lnx2","C57BL","Early adult","IMPC_EYE_092_001",0.5774398,"Retina (combined)","8221470bhwdhv6k"
"MGI:2443086","Mindy2","C57BL","Early adult","IMPC_HEM_004_001",0.676407,"Hematocrit","8223c3x7f5arq62"
"MGI:96538","Il10ra","C57BL","Early adult","IMPC_XRY_012_001",0.700444,"Pelvis","8225v1b4tol970l"
"MGI:1916315","Chac1","C57BL","Early adult","IMPC_EYE_018_001",0.06910036,"Fusion between cornea and lens","8226e60e66li8m0"
"MGI:1921004","Thap1","C57BL","Early adult","IMPC_EYE_026_001",0.6444282,"Retinal Blood Vessels Pattern","822mrx325rxpo0k"
"MGI:2137624","Pom121","C57BL","E12.5","JAXLA_CSD_004_001",0.4387513,"Tail - morphology","822vw83ae9b1049"
"MGI:88357","Cdk4","C57BL","E12.5","IMPC_GRS_010_001",0.5293323,"Forelimb grip strength normalised against body weight","822wel53bc9y133"
"MGI:2681846","Mpv17l2","C57BL","Early adult","GMC_906_001_005",0.6614282,"Potassium","822x32arsan6jnn"
"MGI:2685298","Trim56","C57BL","Early adult","GMC_920_001_004",0.2497534,"TV-active","822zw0bz2b9v649"
"MGI:96669","Kcnc3","C57BL","Early adult","IMPC_IMM_033_002",0.8298123,"NaÃÂ¯ve CD8+ T cells - % of live leukocytes (Panel A)","8232aq43ceur00o"
"MGI:1916071","Fcsk","C57BL","Early adult","IMPC_DXA_005_001",0.7912908,"Bone Mineral Content (excluding skull)","82393d6532d9k31"
"MGI:88357","Cdk4","C57BL","e15.5","IMPC_ECH_010_001",0.5790385,"LVAWs","8239407o3qro582"
"MGI:108398","Mlx","C57BL","Early adult","CCP_XRY_018_001",0.967727,"Shape of vertebrae","823i62tul1a4501"
"MGI:104659","Dll1","C3H","Early adult","IMPC_EYE_057_001",0.7694837,"Min right eye lens density","823p5g9l2ezjj26"
"MGI:108398","Mlx","C57BL","Early adult","IMPC_CBC_009_001",0.1267927,"Calcium","8243jpsib5k30fl"
"MGI:1914267","Fam210b","C57BL","Early adult","GMC_916_001_021",0.2077708,"Line crossings","82462r88u368m9w"
"MGI:1932386","Ift122","C57BL","Early adult","IMPC_CSD_030_001",0.3150032,"Tremor","8247f231tg3t9ze"
"MGI:1328358","Myom2","C57BL","Early adult","GMC_905_001_011",0.2683283,"Absolute number of lymphocytes","824m7p931rn73py"
"MGI:1333798","Avil","C57BL","Early adult","IMPC_HEM_005_001",0.7672277,"Mean cell volume","824mod2eojo289r"
"MGI:1859866","Cdc20","C57BL","Early adult","IMPC_CSD_078_001",0.1565908,"Vocalization","82503l0p6o1o9xz"
"MGI:2141101","Depdc5","C57BL","E15.5","IMPC_GRS_010_001",0.4898931,"Forelimb grip strength normalised against body weight","8253v54435s36q5"
"MGI:2443086","Mindy2","C57BL","Late adult","IMPC_CBC_009_001",0.4288258,"Calcium","82567wb1o6wz356"
"MGI:2654703","Otud7b","C57BL","Early adult","JAXLA_DXA_004_001",0.8818955,"Bone Mineral Density (excluding skull)","8264w184md1nlav"
"MGI:104992","Crybb1","C57BL","Early adult","IMPC_XRY_001_001",0.9125236,"Skull shape","826799252n2dq00"
"MGI:1333863","Pde3b","C57BL","Early adult","GMC_920_001_024",0.5025709,"MIF-rest","826928bkv18a2w4"
"MGI:2139134","Cercam","C57BL","Early adult","IMPC_XRY_019_001",0.1025433,"Fusion of vertebrae","826b88jq9k18q65"
"MGI:1860383","Cd160","C57BL","Early adult","IMPC_CBC_028_001",0.2164431,"Creatine kinase","826dnq15a1j9a4y"
"MGI:1917180","Zfp715","C57BL","Early adult","CCP_XRY_018_001",0.2173182,"Shape of vertebrae","826szlpckdr10e3"
"MGI:1919891","Mob2","C57BL","Early adult","IMPC_ACS_006_001",0.5907345,"Response amplitude - S","826vvp1u7y96arm"
"MGI:97491","Pax7","C57BL","Early adult","GMC_920_001_024",0.9542066,"MIF-rest","82738f884x6bl41"
"MGI:1920393","Wdr37","C57BL","Early adult","GMC_920_001_039",0.8972068,"sMV-sleep","8276j8s0094f309"
"MGI:1315201","Grcc10","C57BL","Early adult","IMPC_OFD_021_001",0.220269,"Number of rears - total","8277190tq5yq3p9"
"MGI:95321","Emb","C57BL","Early adult","IMPC_CAL_008_001",0.1157407,"Total food intake","8279p14od2397m6"
"MGI:1919891","Mob2","C57BL","Early adult","JAX_OFD_020_001",0.6518493,"Distance travelled - total","827d76w204474vi"
"MGI:105959","Cox8a","C57BL","Early adult","IMPC_GRS_009_001",0.5982949,"Forelimb and hindlimb grip strength measurement mean","827wcjp0rs185u1"
"MGI:2137624","Pom121","C57BL","Early adult","JAX_OFD_013_001",0.9099149,"Periphery average speed","8281k24uo9208pj"
"MGI:2654703","Otud7b","C57BL","Early adult","IMPC_CSD_030_001",0.2596861,"Tremor","82829mham2t1n7u"
"MGI:1919118","Spmap2l","C57BL","Early adult","JAX_OFD_007_001",0.9803132,"Whole arena resting time","828366952rf78r6"
"MGI:1926020","Arl14ep","C57BL","Early adult","IMPC_CBC_058_001",0.08250395,"Cholesterol ratio","82838e1n922y608"
"MGI:105959","Cox8a","C57BL","Early adult","JAX_PLC_004_001",0.8416156,"Glucose","828p8uj3913b7s2"
"MGI:98930","Vil1","C57BL","Early adult","IMPC_XRY_001_001",0.5007094,"Skull shape","828u00x323la682"
"MGI:2686600","Zfp174","C57BL","Late adult","IMPC_HEM_007_001",0.5368429,"Mean cell hemoglobin concentration","828wv2do4823360"
"MGI:2445160","Kcnh8","C57BL","Middle aged adult","IMPC_DXA_006_001",0.8994974,"Body length","828x84su36ko8f4"
"MGI:2445160","Kcnh8","C57BL","Middle aged adult","GMC_920_001_035",0.8969205,"Ti/TT-sleep","828xa7ox8b544p9"
"MGI:3643383","Calhm1","C57BL","Early adult","IMPC_GEO_069_001",0.6539658,"Delayed embryonic development","8290qhsh4w6c24c"
"MGI:2384919","Rxylt1","C57BL","Early adult","IMPC_CBC_058_001",0.3983506,"Cholesterol ratio","82aq5uag9idd67u"
"MGI:1926283","Pgap6","C57BL","Early adult","IMPC_EYE_017_001",0.6227125,"Lens Opacity","82b5173075xvh68"
"MGI:1860383","Cd160","C57BL","Early adult","JAX_OFD_009_001",0.613403,"Whole arena average speed","82b9wn76928kg1z"
"MGI:2384982","Cdca7l","C57BL","Middle aged adult","JAXLA_OFD_009_001",0.5218783,"Whole arena average speed","82c7pr239ho40v4"
"MGI:2384919","Rxylt1","C57BL","E9.5","IMPC_EYE_092_001",0.4358483,"Retina (combined)","82c9v9m0a76z5b3"
"MGI:1916319","Tmem273","C57BL","Early adult","IMPC_OFD_007_001",0.5826927,"Whole arena resting time","82d6qs045st9w83"
"MGI:2684866","Slfn14","C57BL","Early adult","GMC_920_001_039",0.6617826,"sMV-sleep","82du99907ca9y6n"
"MGI:2143698","Vezt","C57BL","Early adult","IMPC_HEM_004_001",0.6411475,"Hematocrit","82evw4zb2wj1bjc"
"MGI:892866","Dgcr2","C57BL","Early adult","JAX_OFD_017_001",0.9887216,"Center average speed","82f8056l68guk0w"
"MGI:2685097","Lrrc37a","C57BL","Early adult","M-G-P_026_001_006",0.66218,"Skin condition","82im788qun5t257"
"MGI:2445160","Kcnh8","C57BL","Middle aged adult","IMPC_CBC_014_001",0.527158,"Alkaline phosphatase","82ip838cfd9o824"
"MGI:1931415","Mynn","C57BL","Early adult","ESLIM_015_001_015",0.08322891,"Alkaline phosphatase","82j736qn80s1yxh"
"MGI:2685097","Lrrc37a","C57BL","Early adult","JAX_LDT_001_001",0.292033,"Side changes","82jetk0hjg65ono"
"MGI:1918359","Flacc1","C57BL","Early adult","IMPC_HEM_029_001",0.9393245,"Neutrophil differential count","82k537fsl46h7u2"
"MGI:1926020","Arl14ep","C57BL","Early adult","JAXLA_OFD_020_001",0.1428509,"Distance travelled - total","82kz97f79j01qaq"
"MGI:2180565","Pnma3","C57BL","Late adult","JAXLA_OFD_021_001",0.6807914,"Number of rears - total","82lb41h188bepw1"
"MGI:2384982","Cdca7l","C57BL","Middle aged adult","IMPC_EYE_017_001",0.2513159,"Lens Opacity","82lh29bh838yryv"
"MGI:1344370","Ndufc2","C57BL","Early adult","JAXLA_DXA_009_001",0.7100495,"Fat/Body weight","82lq9uun247k00x"
"MGI:1915485","Mturn","C57BL",NA,"GMC_916_001_021",0.1241386,"Line crossings","82lrikvh881wlld"
"MGI:2444785","Dcaf5","C57BL","Early adult","IMPC_HEM_019_001",0.4258697,"Mean platelet volume","82m1r580rk8i4k3"
"MGI:1915987","Angel1","C57BL","Early adult","IMPC_HEM_003_001",0.5185871,"Hemoglobin","82md539eez728h0"
"MGI:2442978","Ogfod1","C57BL","Early adult","IMPC_HEM_031_001",0.2699763,"Lymphocyte differential count","82mnwn8ja8doyu2"
"MGI:2384974","Flvcr2","C57BL","Early adult","ESLIM_015_001_015",0.6010356,"Alkaline phosphatase","82n372bg311n4ms"
"MGI:1859866","Cdc20","C57BL","E9.5","IMPC_GEP_029_002",0.4735949,"Cyanosis","82ow7ys66x6nek2"
"MGI:1859866","Cdc20","C57BL","E9.5","JAXLA_CSD_012_001",0.9050843,"Coat - hair distribution - head","82q0fau83plt4b7"
"MGI:1315201","Grcc10","C57BL","E18.5","IMPC_IPG_012_001",0.591882,"Area under glucose response curve","82q1f4rep0b9t2t"
"MGI:1922184","Odad2","C57BL","Early adult","JAXLA_DXA_005_001",0.1159304,"Bone Mineral Content (excluding skull)","82r059zhe03ud41"
"MGI:2442978","Ogfod1","C57BL","Early adult","CCP_XRY_062_001",0.2977783,"Polysyndactylism","82roh61ne1l1ly0"
"MGI:1098240","Kif16b","C57BL","Early adult","IMPC_ECH_010_001",0.7299466,"LVAWs","82rxup6o5fiars0"
"MGI:2384982","Cdca7l","C57BL","Middle aged adult","IMPC_OFD_014_001",0.6352988,"Center distance travelled","82s25ga88vwsfch"
"MGI:1201378","Anxa3","C57BL","Early adult","CCP_XRY_018_001",0.09772694,"Shape of vertebrae","82son3odtvk63m4"
"MGI:88357","Cdk4","C57BL","E12.5","GMC_916_001_022",0.55754,"Body weight","82sw443n5mvjo3k"
"MGI:96538","Il10ra","C57BL","Early adult","CCP_XRY_031_001",0.6986463,"Digit integrity","82t4zm19171fcue"
"MGI:2442221","Zfp652","C57BL","E18.5","JAXLA_CSD_005_001",0.3552021,"Coat - color - back","82u8uec779f2829"
"MGI:2685018","Ccdc110","C57BL","Early adult","GMC_920_001_001",0.5513941,"Body weight","82ug7nha0c7p506"
"MGI:1914759","Saysd1","C57BL","Early adult","JAX_OFD_009_001",0.2711746,"Whole arena average speed","82ulc2d13cq6q5c"
"MGI:1917933","Utp20","C57BL","Early adult","JAXLA_OFD_009_001",0.8754739,"Whole arena average speed","82v8o4394xfonzw"
"MGI:97491","Pax7","C57BL","Early adult","IMPC_XRY_019_001",0.5063114,"Fusion of vertebrae","82vj03hb6n15hmk"
"MGI:97491","Pax7","C57BL","Early adult","JAXLA_CSD_012_001",0.3397151,"Coat - hair distribution - head","82w3i773y7m69yz"
"MGI:1321393","Timeless","C57BL","Early adult","ESLIM_007_001_005",0.2111738,"Whole arena average speed","82wwkxw5h32h332"
"MGI:106642","Baat","C57BL","Early adult","IMPC_IMM_033_002",0.5341812,"NaÃÂ¯ve CD8+ T cells - % of live leukocytes (Panel A)","82x014w580o59df"
"MGI:3046938","Hrnr","C57BL","Early adult","IMPC_CBC_015_001",0.5046479,"Total cholesterol","82y9bse4g54z47n"
"MGI:2176740","Helq","C57BL","Early adult","IMPC_CBC_020_001",0.1696966,"Fructosamine","82yh0xrq134ac23"
"MGI:1338893","Padi1","C57BL","Early adult","IMPC_EYE_062_001",0.5186153,"Right total retinal thickness","82yya572925x288"
"MGI:2443086","Mindy2","C57BL","Late adult","JAXLA_DXA_008_001",0.2944661,"Lean/Body weight","82zsj6ic3465c40"
"MGI:1315201","Grcc10","C57BL","Early adult","IMPC_GEP_024_001",0.1369135,"Body wall morphology","83001sj987021vo"
"MGI:1344370","Ndufc2","C57BL","Early adult","IMPC_EYE_068_001",0.1051331,"Left total retinal thickness","8309ez26a5o4au3"
"MGI:1921004","Thap1","C57BL","Early adult","IMPC_CSD_032_001",0.1526403,"Locomotor activity","830jxf8dm189423"
"MGI:1913883","Nsa2","C57BL","Early adult","IMPC_DXA_006_001",0.124189,"Body length","830m6w2i162nye1"
"MGI:1917180","Zfp715","C57BL","Early adult","IMPC_HEM_031_001",0.4853262,"Lymphocyte differential count","830qw97r307759b"
"MGI:1201378","Anxa3","C57BL","Early adult","IMPC_GRS_008_001",0.4069639,"Forelimb grip strength measurement mean","83115cwg4a76w12"
"MGI:1919118","Spmap2l","C57BL","Early adult","IMPC_CSD_030_001",9.018034e-06,"Tremor","83116wt9840t172"
"MGI:1921004","Thap1","C57BL","E12.5","GMC_906_001_006",0.2733008,"Chloride","83120wf6df2uc83"
"MGI:2137624","Pom121","C57BL","E9.5","IMPC_ABR_006_001",0.4725504,"12kHz-evoked ABR Threshold","8312hb8d1583370"
"MGI:1915987","Angel1","C57BL","Early adult","IMPC_ACS_006_001",0.7276199,"Response amplitude - S","8325g58hsa21v8g"
"MGI:1913883","Nsa2","C57BL","E9.5","IMPC_HEM_019_001",0.6836862,"Mean platelet volume","8325xoz6y011f18"
"MGI:2176740","Helq","C57BL","Early adult","IMPC_INS_001_001",0.5279792,"Insulin","832nl1549ym4f84"
"MGI:2684789","Lrsam1","C57BL","Early adult","JAX_OFD_017_001",0.6676049,"Center average speed","832wii167a541pd"
"MGI:1915756","Ctnnbip1","C57BL","Early adult","IMPC_ABR_008_001",0.5653241,"18kHz-evoked ABR Threshold","832xs43b3r6w087"
"MGI:2155959","Lnx2","C57BL","Early adult","IMPC_XRY_017_001",0.8654056,"Number of caudal vertebrae","8331g9rv344p633"
"MGI:1921004","Thap1","C57BL","E12.5","JAXLA_CSD_036_001",0.05876521,"Startle response","8332h5qlq97muft"
"MGI:1916319","Tmem273","C57BL","Early adult","IMPC_OFD_010_001",0.1266629,"Periphery distance travelled","833if8d3b97h1n5"
"MGI:2686600","Zfp174","C57BL","Early adult","IMPC_HEM_004_001",0.7265855,"Hematocrit","833k5e4od6o6198"
"MGI:1922184","Odad2","C57BL","Early adult","IMPC_ABR_008_001",0.1163212,"18kHz-evoked ABR Threshold","833t5733b7wnsjn"
"MGI:2141101","Depdc5","C57BL","E15.5","JAXLA_CSD_005_001",0.7426026,"Coat - color - back","833uut42374l839"
"MGI:88357","Cdk4","C57BL","E15.5","JAX_OFD_010_001",0.09802213,"Periphery distance travelled","833wufg18oe2vru"
"MGI:1328358","Myom2","C57BL","Early adult","IMPC_CBC_020_001",0.2868938,"Fructosamine","834p6i8rh22274x"
"MGI:1914759","Saysd1","C57BL","Early adult","IMPC_HEM_007_001",0.08317398,"Mean cell hemoglobin concentration","834so53m81mi6ez"
"MGI:1913883","Nsa2","C57BL","E15.5","IMPC_CBC_017_001",0.7156041,"Triglycerides","8356i64lu4d997b"
"MGI:1347061","Abcg2","C57BL","Early adult","ESLIM_020_001_003",0.9574765,"Tibia length","835g6g29w8tejj8"
"MGI:2137624","Pom121","C57BL","Early adult","IMPC_CAL_008_001",0.782857,"Total food intake","835x6c0x2b184d0"
"MGI:892866","Dgcr2","C57BL","Early adult","CCP_LFO_001_001",0.5715745,"Weight","83604t8350v1274"
"MGI:1921004","Thap1","C57BL","Early adult","IMPC_OWT_002_001",NA,"Spleen weight","8360r82lrygj3n2"
"MGI:2384919","Rxylt1","C57BL","Middle aged adult","IMPC_ABR_010_001",0.6501397,"24kHz-evoked ABR Threshold","8361025fhop1uj1"
"MGI:2442978","Ogfod1","129SV","Early adult","IMPC_XRY_055_001",0.5675728,"Shape of spine","8365wjov82ce7ds"
"MGI:2684789","Lrsam1","C57BL","Early adult","IMPC_OFD_014_001",0.1144861,"Center distance travelled","8369o1w1shdt825"
"MGI:96669","Kcnc3","C57BL","Early adult","JAXLA_OFD_013_001",0.7210184,"Periphery average speed","8369qa34364n08v"
"MGI:2384974","Flvcr2","C57BL","Early adult","JAXLA_GRS_011_001",0.1041252,"Forelimb and hindlimb grip strength normalised against body weight","836ap266622o0z1"
"MGI:1923061","Saxo1","C57BL","Early adult","IMPC_ABR_012_001",0.9635921,"30kHz-evoked ABR Threshold","836m6n0hj70720e"
"MGI:2445160","Kcnh8","C57BL","Late adult","IMPC_ECH_010_001",0.4941606,"LVAWs","836ql01l6rm925o"
"MGI:2685508","A830031A19Rik","C57BL","Early adult","IMPC_CBC_012_001",0.8685178,"Aspartate aminotransferase","8374k7ljh5jd948"
"MGI:2443086","Mindy2","C57BL","Middle aged adult","GMC_920_001_006",0.2048338,"PIF-active","8377f835wh7l78y"
"MGI:2445160","Kcnh8","C57BL","Late adult","JAXLA_OFD_010_001",0.276872,"Periphery distance travelled","837gu83yb900j18"
"MGI:1098240","Kif16b","C57BL","Early adult","IMPC_ABR_008_001",0.3632137,"18kHz-evoked ABR Threshold","83839n15iwj45ev"
"MGI:1861441","Rab27a","C57BL","Early adult","IMPC_EYE_092_002",0.2561538,"Retina (combined)","8388j63vxt27495"
"MGI:2443086","Mindy2","C57BL","Late adult","IMPC_CBC_011_001",0.194229,"Iron","83906yasx2o671k"
"MGI:2685508","A830031A19Rik","C57BL","Early adult","IMPC_EYE_092_002",0.2474273,"Retina (combined)","8394853wb6y7566"
"MGI:108398","Mlx","C57BL","Early adult","IMPC_CAL_017_001",0.4446352,"Respiratory Exchange Ratio","839i15ihz2d7766"
"MGI:2180565","Pnma3","C57BL","Middle aged adult","JAX_URI_005_001",NA,"Glucose","839x16degv32r00"
"MGI:96669","Kcnc3","C57BL","Middle aged adult","IMPC_IMM_040_001",0.08487645,"CD4 CD44+CD62L- NKT cells","83a44544999n7rb"
"MGI:1916319","Tmem273","C57BL","Early adult","IMPC_EYE_063_001",0.9233202,"Right inner nuclear layer","83b1498dqpst885"
"MGI:1913883","Nsa2","C57BL","E15.5","JAXLA_OFD_013_001",0.5339882,"Periphery average speed","83c2e591q3z13rf"
"MGI:97491","Pax7","C57BL","Early adult","IMPC_XRY_017_001",0.5685576,"Number of caudal vertebrae","83c53kf51t80147"
"MGI:2445160","Kcnh8","C57BL","Late adult","GMC_905_001_010",0.349196,"Mean platelets volume","83ds6jqr3i135km"
"MGI:1918359","Flacc1","C57BL","Early adult","IMPC_EYE_027_001",0.3859573,"Persistence of hyaloid vascular system","83e34kv32agy9p0"
"MGI:2442978","Ogfod1","129SV","Early adult","JAXLA_CSD_012_001",0.7072365,"Coat - hair distribution - head","83e573h19oly1qr"
"MGI:2443086","Mindy2","C57BL","Early adult","IMPC_CSD_005_001",0.06048291,"Coat - color - back","83e904c712ae7dh"
"MGI:1913883","Nsa2","C57BL","E9.5","IMPC_CSD_013_001",0.9750813,"Coat - hair distribution - abdomen","83eb48l4lq61228"
"MGI:2445160","Kcnh8","C57BL","Late adult","IMPC_DXA_002_001",0.3385304,"Fat mass","83f0i846kem4tjd"
"MGI:2443086","Mindy2","C57BL","Middle aged adult","IMPC_CSD_039_001",0.2456185,"Limb grasp","83f0nc53hjxg7q4"
"MGI:109186","Ncf4","C57BL","Early adult","MGP_CSD_008_001",0.712767,"Startle response","83famr32sh0eh0n"
"MGI:88357","Cdk4","C57BL","E12.5","MGP_CSD_008_001",0.6230691,"Startle response","83gul88w944p10q"
"MGI:2443086","Mindy2","C57BL","Middle aged adult","IMPC_CBC_009_001",0.4727914,"Calcium","83h25s15wruj063"
"MGI:109186","Ncf4","C57BL","Early adult","IMPC_CBC_020_001",0.05223731,"Fructosamine","83h8o220t3542uq"
"MGI:108278","Ube2m","C57BL","E9.5","IMPC_DXA_003_001",0.4661866,"Lean mass","83i55518z7uku77"
"MGI:1933831","Btbd2",NA,"Early adult","CCP_LFO_007_001",0.4342631,"Hqp","83iy617d0rha312"
"MGI:1914759","Saysd1","C57BL","Early adult","GMC_914_001_002",0.4757064,"Body temperature rectal","83j019g0yx41y04"
"MGI:2155959","Lnx2","C57BL","Early adult","IMPC_GEP_029_002",0.7416614,"Cyanosis","83k863c70g192k1"
"MGI:104294","Tyro3","C57BL","Early adult","IMPC_CBC_016_001",0.5595023,"HDL-cholesterol","83m89w3iqk792pb"
"MGI:1861441","Rab27a","C57BL","Early adult","IMPC_CBC_015_001",0.4869246,"Total cholesterol","83mx234245twt6k"
"MGI:108278","Ube2m","C57BL","Early adult","IMPC_EYE_063_001",0.5882267,"Right inner nuclear layer","83nf319pna25nh8"
"MGI:1920703","1700067K01Rik","C57BL","Early adult","GMC_906_001_004",0.7654945,"Sodium","83nlgtn4lu4zgk8"
"MGI:2443086","Mindy2","C57BL","Late adult","GMC_916_001_022",0.7623329,"Body weight","83nq7p339sw7l51"
"MGI:109186","Ncf4","C57BL","Early adult","IMPC_DXA_008_001",0.8980116,"Lean/Body weight","83o08828123dkkm"
"MGI:1919364","Zbed3","C57BL","Early adult","IMPC_EYE_018_001",0.1590357,"Fusion between cornea and lens","83o5t5ukgn9g344"
"MGI:104294","Tyro3","C57BL","Early adult","IMPC_CBC_010_001",0.3859591,"Phosphorus","83o5y69c486oveu"
"MGI:1859866","Cdc20","C57BL","E12.5","JAX_OFD_014_001",0.3195264,"Center distance travelled","83p4n41fg57ily3"
"MGI:96669","Kcnc3","C57BL","Early adult","IMPC_ABR_004_001",0.3277791,"6kHz-evoked ABR Threshold","83po9b384cg0235"
"MGI:1201378","Anxa3","C57BL","Early adult","JAXLA_DXA_008_001",0.6973507,"Lean/Body weight","83py172m6725d68"
"MGI:1918830","Mtrf1l","C57BL","Early adult","IMPC_CSD_010_001",0.332132,"Coat - color pattern - abdomen","83q8r171gb4gof6"
"MGI:1916315","Chac1","C57BL","Early adult","JAXLA_GRS_011_001",0.9661579,"Forelimb and hindlimb grip strength normalised against body weight","83q9sa97fmk3fvh"
"MGI:2684917","Vcpkmt","C57BL","Early adult","JAXLA_OFD_021_001",0.4218536,"Number of rears - total","83s28qx92pnj211"
"MGI:106642","Baat","C57BL","Early adult","IMPC_CSD_010_001",0.1376435,"Coat - color pattern - abdomen","83sv0veg84lq34e"
"MGI:1918830","Mtrf1l","C57BL","Early adult","IMPC_CBC_011_001",0.3008135,"Iron","83t2l683nypt93l"
"MGI:1917933","Utp20","C57BL","Early adult","ESLIM_020_001_003",0.7339191,"Tibia length","83t5jwl48c6y4y8"
"MGI:1922184","Odad2","C57BL","Early adult","GMC_905_001_003",0.4815267,"Platelet","83u197d44c517xf"
"MGI:108278","Ube2m","C57BL","E9.5","IMPC_IMM_011_001",0.1962174,"CD4 NKT cells","83u6f4que5442r5"
