parameter_name,parameter_description,parameter_id
Time mobile light side,time_mobile_light_side,IMPC_LDT_003_001
Dark side time spent,dark_side_time_spent,IMPC_LDT_004_001
Time mobile dark side,time_mobile_dark_side,IMPC_LDT_005_001
Latency to first transition into dark,latency_to_first_transition_into_dark,IMPC_LDT_006_001
Percent time in dark,percent_time_in_dark,IMPC_LDT_007_001
Percent time in light,percent_time_in_light,IMPC_LDT_008_001
Transition,transition,IMPC_LDT_009_001
Light side distance travelled,light_side_distance_travelled,IMPC_LDT_010_001
Dark side distance travelled,dark_side_distance_travelled,IMPC_LDT_011_001
Vertical activity (rearing),vertical_activity_rearing,IMPC_LDT_012_001
Horizontal activity,horizontal_activity,IMPC_LDT_013_001
Repetitive beam break ('stereotypy counts'),repetitive_beam_break_stereotypy_counts,IMPC_LDT_014_001
Total distance travelled,total_distance_travelled,IMPC_LDT_015_001
Light level light chamber,light_level_light_chamber,IMPC_LDT_016_001
Light level dark chamber,light_level_dark_chamber,IMPC_LDT_017_001
Experimenter ID,experimenter_id,IMPC_LDT_018_001
Start time,start_time,IMPC_LDT_019_001
Arena ID,arena_id,IMPC_LDT_020_001
Arena version,arena_version,IMPC_LDT_021_001
Equipment ID,equipment_id,IMPC_LDT_022_001
Equipment manufacturer,equipment_manufacturer,IMPC_LDT_023_001
Equipment model,equipment_model,IMPC_LDT_024_001
Disinfectant,disinfectant,IMPC_LDT_025_001
Starting position,starting_position,IMPC_LDT_026_001
Light-Dark box's walls opaque,light_dark_box_s_walls_opaque,IMPC_LDT_027_001
Light-Dark box set-up,light_dark_box_set_up,IMPC_LDT_028_001
Light side arena dimensions (L x W x H in mm),light_side_arena_dimensions_l_x_w_x_h_in_mm,IMPC_LDT_029_001
Dark side arena dimensions (L x W x H in mm),dark_side_arena_dimensions_l_x_w_x_h_in_mm,IMPC_LDT_030_001
Entry way dimensions (L x W x H in mm),entry_way_dimensions_l_x_w_x_h_in_mm,IMPC_LDT_031_001
Time spent in the light side in the first 5 minutes,NA,IMPC_LDT_032_001
Test duration,NA,IMPC_LDT_033_001
Software version,NA,IMPC_LDT_034_001
Date of measurement,date_of_measurement,IMPC_HEM_022_001
Placenta Development,placenta_development,IMPC_GPP_001_001
Placenta Morphology,placenta_morphology,IMPC_GPP_002_001
Placenta Vasculature,placenta_vasculature,IMPC_GPP_003_001
Placenta Size,placenta_size,IMPC_GPP_004_001
Umbilical cord morphology,umbilical_cord_morphology,IMPC_GPP_005_001
Comment on image,comment_on_image,IMPC_GPP_006_001
Images,images,IMPC_GPP_007_001
Experimenter ID,experimenter_id,IMPC_GPP_008_001
Equipment ID,equipment_id,IMPC_GPP_009_001
Equipment Manufacturer,equipment_manufacturer,IMPC_GPP_010_001
Equipment Model,equipment_model,IMPC_GPP_011_001
Fixative,fixative,IMPC_GPP_012_001
Time of Dissection,time_of_dissection,IMPC_GPP_013_001
Somite Stage,somite_stage,IMPC_GPP_014_001
Time of dark cycle start,time_of_dark_cycle_start,IMPC_GPP_015_001
Time of dark cycle end,time_of_dark_cycle_end,IMPC_GPP_016_001
Date equipment last calibrated,date_equipment_last_calibrated,IMPC_GPP_017_001
Placenta color,NA,IMPC_GPP_018_001
Viability Outcome,NA,IMPC_VIA_001_001
Additional Outcome,NA,IMPC_VIA_002_001
Total pups,NA,IMPC_VIA_003_001
Total pups WT,NA,IMPC_VIA_004_001
Total pups heterozygous,NA,IMPC_VIA_005_001
Total pups homozygous,NA,IMPC_VIA_006_001
Total male WT,NA,IMPC_VIA_007_001
Total male heterozygous,NA,IMPC_VIA_008_001
Total male homozygous,NA,IMPC_VIA_009_001
Total male pups,NA,IMPC_VIA_010_001
Total female WT,NA,IMPC_VIA_011_001
Total female heterozygous,NA,IMPC_VIA_012_001
Total female homozygous,NA,IMPC_VIA_013_001
Total female pups,NA,IMPC_VIA_014_001
% pups WT,NA,IMPC_VIA_015_001
Free Comment,NA,IMPC_VIA_016_001
Average litter size,NA,IMPC_VIA_017_001
% pups heterozygous,NA,IMPC_VIA_018_001
% pups homozygous,NA,IMPC_VIA_019_001
% male WT,NA,IMPC_VIA_020_001
% male heterozygous,NA,IMPC_VIA_021_001
% male homozygous,NA,IMPC_VIA_022_001
% female WT,NA,IMPC_VIA_023_001
% female heterozygous,NA,IMPC_VIA_024_001
% female homozygous,NA,IMPC_VIA_025_001
Time of dark cycle start,NA,IMPC_VIA_028_001
Time of dark cycle end,NA,IMPC_VIA_029_001
Breeding Strategy,NA,IMPC_VIA_031_001
P-value for outcome call,NA,IMPC_VIA_032_001
Additional Subviable Outcome,NA,IMPC_VIA_033_001
Welfare terms,Welfare term(s) that categorise the issue(s),IMPC_WEL_001_001
Free-text comments,Free-text comments describing the welfare issue(s),IMPC_WEL_002_001
Images,Images to visually document welfare issue(s),IMPC_WEL_003_001
Date of observation,Date the welfare issue(s) were observed,IMPC_WEL_004_001
Animal Status,NA,IMPC_WEL_005_001
Embryo reconstruction,NA,IMPC_EOL_001_001
Experimenter ID,NA,IMPC_EOL_002_001
Equipment ID,NA,IMPC_EOL_003_001
Equipment Manufacturer,NA,IMPC_EOL_004_001
Equipment Model,NA,IMPC_EOL_005_001
Image Pixel Size,NA,IMPC_EOL_006_001
E9.5 OPT preperation protocol,NA,IMPC_EOL_007_001
Date equipment last calibrated,NA,IMPC_EOL_008_001
Date of Sacrifice,NA,IMPC_EOL_009_001
Date Preparation Finished,NA,IMPC_EOL_010_001
Date of Scan,NA,IMPC_EOL_011_001
Screenshots,NA,IMPC_EOL_012_001
Embryo reconstruction,NA,IMPC_EMO_001_001
Experimenter ID,NA,IMPC_EMO_002_001
Equipment ID,NA,IMPC_EMO_003_001
Equipment Manufacturer,NA,IMPC_EMO_004_001
Equipment Model,NA,IMPC_EMO_005_001
Equipment Version,NA,IMPC_EMO_006_001
Image Pixel Size,NA,IMPC_EMO_007_001
E14.5-E15.5 MicroCT Preparation protocol,NA,IMPC_EMO_008_001
Object to Source,NA,IMPC_EMO_009_001
Camera to Source,NA,IMPC_EMO_010_001
Date equipment last calibrated,NA,IMPC_EMO_011_001
Date of Sacrifice,NA,IMPC_EMO_012_001
Date Preparation Finished,NA,IMPC_EMO_013_001
Date of Scan,NA,IMPC_EMO_014_001
Source Voltage,NA,IMPC_EMO_015_001
Source Current,NA,IMPC_EMO_016_001
Screenshots,NA,IMPC_EMO_017_002
3rd ventricle,3rd_ventricle,IMPC_EMO_018_001
Median sulcus,median_sulcus,IMPC_EMO_019_001
4th ventricle,4th_ventricle,IMPC_EMO_020_001
Adrenal gland,adrenal_gland,IMPC_EMO_021_001
Aorta,aorta,IMPC_EMO_022_001
Arch of aorta,arch_of_aorta,IMPC_EMO_023_001
Heart atrium,heart_atrium,IMPC_EMO_024_001
basioccipital bone,basioccipital_bone,IMPC_EMO_025_001
Bladder,bladder,IMPC_EMO_026_001
Bronchus,bronchus,IMPC_EMO_027_001
Brown fat,brown_fat,IMPC_EMO_028_001
Dorsal root ganglia,dorsal_root_ganglia,IMPC_EMO_029_001
Carotid artery,carotid_artery,IMPC_EMO_030_001
Cerbral aqueduct,cerbral_aqueduct,IMPC_EMO_031_001
Cerebellum,cerebellum,IMPC_EMO_032_001
4th ventricle choroid plexus,4th_ventricle_choroid_plexus,IMPC_EMO_033_001
lateral ventricle choroid plexus,lateral_ventricle_choroid_plexus,IMPC_EMO_034_001
Clavicle,clavicle,IMPC_EMO_035_001
Cochlea,cochlea,IMPC_EMO_036_001
Cerebral cortex,cerebral_cortex,IMPC_EMO_037_001
Ductus arteriosus,ductus_arteriosus,IMPC_EMO_038_001
Diaphragm,diaphragm,IMPC_EMO_039_001
Diencephalon,diencephalon,IMPC_EMO_040_001
Limb digit,limb_digit,IMPC_EMO_041_001
Dorsal aorta,dorsal_aorta,IMPC_EMO_042_001
Duodenum,duodenum,IMPC_EMO_043_001
Ejaculatory duct,ejaculatory_duct,IMPC_EMO_044_001
Spinal cord cervical region,spinal_cord_cervical_region,IMPC_EMO_045_001
Epiglottis,epiglottis,IMPC_EMO_046_001
Esophagus,esophagus,IMPC_EMO_047_001
Pharyngo-tympanic tube,pharyngo_tympanic_tube,IMPC_EMO_048_001
Exoccipital bone,exoccipital_bone,IMPC_EMO_049_001
Eyelid,eyelid,IMPC_EMO_050_001
Femur,femur,IMPC_EMO_051_001
Fibula,fibula,IMPC_EMO_052_001
T1 rib,t1_rib,IMPC_EMO_053_001
Soft palate,soft_palate,IMPC_EMO_054_001
Palate,palate,IMPC_EMO_055_001
Gallbladder,gallbladder,IMPC_EMO_056_001
Gluteus maximus ,gluteus_maximus,IMPC_EMO_057_001
Hepatic duct,hepatic_duct,IMPC_EMO_058_001
Midgut,midgut,IMPC_EMO_059_001
herniated abdominal wall,herniated_abdominal_wall,IMPC_EMO_060_001
Hindbrain,hindbrain,IMPC_EMO_061_001
Hindgut,hindgut,IMPC_EMO_062_001
Hip,hip,IMPC_EMO_063_001
Hippocampus,hippocampus,IMPC_EMO_064_001
Humerus,humerus,IMPC_EMO_065_001
Hyaloid cavity,hyaloid_cavity,IMPC_EMO_066_001
Hyoid bone,hyoid_bone,IMPC_EMO_067_001
Hypothalamus,hypothalamus,IMPC_EMO_068_001
Inferior vena cava ,inferior_vena_cava,IMPC_EMO_069_001
Pituitary gland,pituitary_gland,IMPC_EMO_070_001
Pigmented retinal epiithelium,pigmented_retinal_epiithelium,IMPC_EMO_071_001
Innominate artery,innominate_artery,IMPC_EMO_072_001
Interventricular septum,interventricular_septum,IMPC_EMO_073_001
Intraretinal space,intraretinal_space,IMPC_EMO_074_001
Vomeronasal organ,vomeronasal_organ,IMPC_EMO_075_001
Jejunum,jejunum,IMPC_EMO_076_001
Jugular lymph sac,jugular_lymph_sac,IMPC_EMO_077_001
Kidney,kidney,IMPC_EMO_078_001
Kidney pelvis,kidney_pelvix,IMPC_EMO_079_001
Renal cortex,renal_cortex,IMPC_EMO_080_001
Renal medulla,renal_medulla,IMPC_EMO_081_001
Larynx,larynx,IMPC_EMO_082_001
Lateral ventricle,lateral_ventricle,IMPC_EMO_083_001
Lens,lens,IMPC_EMO_084_001
Limb muscle,limb_muscle,IMPC_EMO_085_001
Liver,liver,IMPC_EMO_086_001
Liver lobe,liver_lobe,IMPC_EMO_087_001
Liver caudate lobe,liver_caudate_lobe,IMPC_EMO_088_001
Ductus venosus,ductus_venosus,IMPC_EMO_089_001
Liver left lobe,liver_left_lobe,IMPC_EMO_090_001
Liver right lobe,liver_right_lobe,IMPC_EMO_091_001
Lower jaw molar,lower_jaw_molar,IMPC_EMO_092_001
Right lung cranial lobe,right_lung_cranial_lobe,IMPC_EMO_093_001
Right lung accessory lobe,right_lung_accessory_lobe,IMPC_EMO_094_001
Right lung caudal lobe,right_lung_caudal_lobe,IMPC_EMO_095_001
Left lung,left_lung,IMPC_EMO_096_001
Right lung middle lobe,right_lung_middle_lobe,IMPC_EMO_097_001
Mandible,mandible,IMPC_EMO_098_001
Masseter,masseter,IMPC_EMO_099_001
Meckel's cartilage,meckel_s_cartilage,IMPC_EMO_100_001
Medulla oblongata,medulla_oblongata,IMPC_EMO_101_001
Midbrain,midbrain,IMPC_EMO_102_001
Midbrain roof plate,midbrain_roof_plate,IMPC_EMO_103_001
Mitral valve,mitral_valve,IMPC_EMO_104_001
Nasal capsule,nasal_capsule,IMPC_EMO_105_001
Nasal cavity,nasal_cavity,IMPC_EMO_106_001
Nasal septum,nasal_septum,IMPC_EMO_107_001
Nasopharynx,nasopharynx,IMPC_EMO_108_001
Neural retina,neural_retina,IMPC_EMO_109_001
Olfactory epithelium,olfactory_epithelium,IMPC_EMO_110_001
Olfactory lobe,olfactory_lobe,IMPC_EMO_111_001
Optic nerve,optic_nerve,IMPC_EMO_112_001
Oropharynx,oropharynx,IMPC_EMO_113_001
Oral cavity,oral_cavity,IMPC_EMO_114_001
Ovary,ovary,IMPC_EMO_115_001
Palatal shelf,palatal_shelf,IMPC_EMO_116_001
Pancreas,pancreas,IMPC_EMO_117_001
Parathyroid gland,parathyroid_gland,IMPC_EMO_118_001
Penis,penis,IMPC_EMO_119_001
Pericardial cavity,pericardial_cavity,IMPC_EMO_120_001
Pericardium,pericardium,IMPC_EMO_121_001
Peritoneal cavity,peritoneal_cavity,IMPC_EMO_122_001
Pineal primordium,pineal_primordium,IMPC_EMO_123_001
Pinna,pinna,IMPC_EMO_124_001
Pons,pons,IMPC_EMO_125_001
Portal vein,portal_vein,IMPC_EMO_126_001
Primary palate,primary_palate,IMPC_EMO_127_001
Pulmonary artery,pulmonary_artery,IMPC_EMO_128_001
Quadriceps muscle ,quadriceps_muscle,IMPC_EMO_129_001
Radius,radius,IMPC_EMO_130_001
Rathke's pouch,rathke_s_pouch,IMPC_EMO_131_001
Rectum,rectum,IMPC_EMO_132_001
Rib,rib,IMPC_EMO_133_001
S1 vertebral cartilage condensation,s1_vertebral_cartilage_condensation,IMPC_EMO_134_001
Scapula,scapula,IMPC_EMO_135_001
Semicircular canal,semicircular_canal,IMPC_EMO_136_001
Small intestine,small_intestine,IMPC_EMO_137_001
Sphenoid bone,sphenoid_bone,IMPC_EMO_138_001
Spinal cord,spinal_cord,IMPC_EMO_139_001
Spinal cord central canal,spinal_cord_central_canal,IMPC_EMO_140_001
Spleen primordium,spleen_primordium,IMPC_EMO_141_001
Sternum,sternum,IMPC_EMO_142_001
Stomach,stomach,IMPC_EMO_143_001
Stomach lumen,stomach_lumen,IMPC_EMO_144_001
Stomach wall,stomach_wall,IMPC_EMO_145_001
Stomach fundus,stomach_fundus,IMPC_EMO_146_001
Stomach pyloric region,stomach_pyloric_region,IMPC_EMO_147_001
Subclavian artery,subclavian_artery,IMPC_EMO_148_001
Submandibular gland,submandibular_gland,IMPC_EMO_149_001
Tail,tail,IMPC_EMO_150_001
Nucleus pulposus,nucleus_pulposus,IMPC_EMO_151_001
Temporal bone,temporal_bone,IMPC_EMO_152_001
Testis,testis,IMPC_EMO_153_001
Thalamus,thalamus,IMPC_EMO_154_001
Descending aorta,descending_thoracic_aorta,IMPC_EMO_155_001
Thymus,thymus,IMPC_EMO_156_001
Thyroid gland,thyroid_gland,IMPC_EMO_157_001
Tibia,tibia,IMPC_EMO_158_001
Tongue,tongue,IMPC_EMO_159_001
Trachea,trachea,IMPC_EMO_160_001
Tricuspid valve,tricuspid_valve,IMPC_EMO_161_001
Trigeminal V ganglion,trigeminal_v_ganglion,IMPC_EMO_162_001
Ulna,ulna,IMPC_EMO_163_001
Upper jaw incisor,upper_jaw_incisor,IMPC_EMO_164_001
Upper jaw molar,upper_jaw_molar,IMPC_EMO_165_001
Urethra,urethra,IMPC_EMO_166_001
Vagal trunk,vagal_trunk,IMPC_EMO_167_001
Vena cava,vena_cava,IMPC_EMO_168_001
Heart ventricle,heart_ventricle,IMPC_EMO_169_001
Vertebra,vertebra,IMPC_EMO_170_001
Vibrissa,vibrissa,IMPC_EMO_171_001
Oedema,oedema,IMPC_EMO_172_001
physiological umbilical hernia morphology,physiological_umbilical_hernia_morphology,IMPC_EMO_173_001
Cervical flexure morphology,cervical_flexure_morphology,IMPC_EMO_174_001
Size,size,IMPC_EMO_175_001
Spine curvature,spine_curvature,IMPC_EMO_176_001
Craniofacial morphology,craniofacial_morphology,IMPC_EMO_177_001
Annotator ID,annotator_id,IMPC_EMO_178_001
Date of Annotation,date_of_annotation,IMPC_EMO_179_001
Date of measurement,date_of_measurement,IMPC_CBC_047_001
Reagent manufacturer,NA,IMPC_CBC_060_001
Touch escape,touch_escape,IMPC_CSD_035_001
Screenshots,NA,IMPC_EMO_017_001
Spleen weight,NA,IMPC_IMM_001_002
Live leukocytes (Panel A) -  % of total events,NA,IMPC_IMM_002_002
T cells (Panel A) - % of live leukocytes (Panel A),NA,IMPC_IMM_003_002
NKT cells (panel A) - % of live leukocytes (Panel A),NA,IMPC_IMM_004_002
NK cells (Panel A) - % of live leukocytes (Panel A),NA,IMPC_IMM_005_002
CD4 T cells - % of live leukocytes (Panel A),NA,IMPC_IMM_007_002
CD8+ T cells - % of live leukocytes (Panel A),NA,IMPC_IMM_008_002
CD4+ NKT cells - % of live leukocytes (Panel A),NA,IMPC_IMM_011_002
CD4- NKT cells - % of live leukocytes (Panel A),NA,IMPC_IMM_013_002
Treg cells - % of live leukocytes (Panel A),NA,IMPC_IMM_014_002
CD4+ T helper cells - % of live leukocytes (Panel A),NA,IMPC_IMM_015_002
Total events (Panel A),NA,IMPC_IMM_026_002
Total events (Panel B),NA,IMPC_IMM_027_002
Effector CD4+ T helper cells - % of live leukocytes (Panel A),NA,IMPC_IMM_028_002
Resting CD4+ T helper cells - % of live leukocytes (Panel A),NA,IMPC_IMM_029_002
Effector CD8+ T cells - % of live leukocytes (Panel A),NA,IMPC_IMM_032_002
NaÃÂ¯ve CD8+ T cells - % of live leukocytes (Panel A),NA,IMPC_IMM_033_002
Resting CD8+ T cells - % of live leukocytes (Panel A),NA,IMPC_IMM_034_002
Effector CD4+ NKT cells - % of live leukocytes (Panel A),NA,IMPC_IMM_040_002
Resting CD4+ NKT cells - % of live leukocytes (Panel A),NA,IMPC_IMM_041_002
Effector CD4- NKT cells - % of live leukocytes (Panel A),NA,IMPC_IMM_046_002
Resting CD4- NKT cells - % of live leukocytes (Panel A),NA,IMPC_IMM_047_002
Live leukocytes (Panel B) -  % of total events (Panel B),NA,IMPC_IMM_049_002
Granulocytes - % of live leukocytes (Panel B),NA,IMPC_IMM_050_002
Monocytes - % of live leukocytes (Panel B),NA,IMPC_IMM_051_002
Eosinophils - % of live leukocytes (Panel B),NA,IMPC_IMM_052_002
NK cells (Panel B) - % of live leukocytes (Panel B),NA,IMPC_IMM_053_002
Ly6C+ CD11b- NK cells - % of live leukocytes (Panel B),NA,IMPC_IMM_054_002
Ly6C+ CD11b+ NK cells - % of live leukocytes (Panel B),NA,IMPC_IMM_055_002
CD11b- NK cells - % of live leukocytes (Panel B),NA,IMPC_IMM_056_002
CD11b+ NK cells - % of live leukocytes (Panel B),NA,IMPC_IMM_057_002
NKT cells (panel B) - % of live leukocytes (Panel B),NA,IMPC_IMM_058_002
Ly6C+ NKT cells - % of live leukocytes (Panel B),NA,IMPC_IMM_059_002
T cells (panel B) - % of live leukocytes (Panel B),NA,IMPC_IMM_061_002
B cells - % of live leukocytes (Panel B),NA,IMPC_IMM_063_002
Follicular B cells  - % of B cells (Panel B),NA,IMPC_IMM_067_002
Marginal zone B cells  - % of B cells (Panel B),NA,IMPC_IMM_071_002
Conventional DC - % of live leukocytes (Panel B),NA,IMPC_IMM_072_002
Plasmacytoid DC- % of live leukocytes (Panel B),NA,IMPC_IMM_074_002
Macrophages- % of live leukocytes (Panel B),NA,IMPC_IMM_075_002
Equipment name,NA,IMPC_IMM_077_002
Equipment manufacturer,NA,IMPC_IMM_078_002
Equipment model,NA,IMPC_IMM_079_002
CS&T Bead lot,NA,IMPC_IMM_080_002
Anesthesia,NA,IMPC_IMM_081_002
Cell digestion,NA,IMPC_IMM_082_002
Cell digestion agent,NA,IMPC_IMM_083_002
Cell digestion agent manufacturer,NA,IMPC_IMM_084_002
Cell digestion agent catalog number,NA,IMPC_IMM_085_002
Cell counting performed,NA,IMPC_IMM_086_002
Cell counting equipment manufacturer,NA,IMPC_IMM_087_002
Cell counting equipment model,NA,IMPC_IMM_088_002
Cell counting equipment name,NA,IMPC_IMM_089_002
Cell lysis buffer manufacturer,NA,IMPC_IMM_090_002
Cell lysis buffer catalog number,NA,IMPC_IMM_091_002
Date and time of sacrifice,NA,IMPC_IMM_092_002
Date and time of sample preparation,NA,IMPC_IMM_093_002
Sample storage temperature until analysis (in Celsius),NA,IMPC_IMM_094_002
FCS repository reference (URL/ID),NA,IMPC_IMM_095_002
Balanced salt solution type,NA,IMPC_IMM_096_002
Balanced salt solution manufacturer,NA,IMPC_IMM_097_002
Balanced salt solution catalog number,NA,IMPC_IMM_098_002
RPMI manufacturer,NA,IMPC_IMM_099_002
RPMI catalog number,NA,IMPC_IMM_100_002
DNAse I manufacturer,NA,IMPC_IMM_101_002
DNAse I catalog number,NA,IMPC_IMM_102_002
Dead cell exclusion dye,NA,IMPC_IMM_103_002
Dead cell exclusion dye manufacturer,NA,IMPC_IMM_104_002
Dead cell exclusion dye catalog number,NA,IMPC_IMM_105_002
Cell digestion temperature (in Celsius),NA,IMPC_IMM_106_002
Panel A FCS file(s),NA,IMPC_IMM_107_002
Panel B FCS file(s),NA,IMPC_IMM_108_002
Automated analysis,NA,IMPC_IMM_109_002
Collection buffer manufacturer,NA,IMPC_IMM_110_002
Collection buffer catalog number number,NA,IMPC_IMM_111_002
FACS buffer manufacturer,NA,IMPC_IMM_112_002
FACS buffer catalog number,NA,IMPC_IMM_113_002
Enzyme buffer manufacturer,NA,IMPC_IMM_114_002
Enzyme buffer catalog number,NA,IMPC_IMM_115_002
Total spleen leukocyte count,NA,IMPC_IMM_116_001
Clog- events (Panel A),NA,IMPC_IMM_117_001
FSC/SSC Singlets (Panel A),NA,IMPC_IMM_118_001
Effector NK cells - % of live leukocytes (Panel A),NA,IMPC_IMM_119_001
Effector Treg cells - % of live leukocytes (Panel A),NA,IMPC_IMM_120_001
Effector γδ T cells - % of live leukocytes (Panel A),NA,IMPC_IMM_121_001
Klrg1+ CD4- NKT cells - % of live leukocytes (Panel A),NA,IMPC_IMM_122_001
Klrg1+ CD4+ NKT cells - % of live leukocytes (Panel A),NA,IMPC_IMM_123_001
Klrg1+ CD4+ T helper cells - % of live leukocytes (Panel A),NA,IMPC_IMM_124_001
Klrg1+ CD8 T cells - % of live leukocytes (Panel A),NA,IMPC_IMM_125_001
Klrg1+ NK cells - % of live leukocytes (Panel A),NA,IMPC_IMM_126_001
Klrg1+ Treg cells - % of live leukocytes (Panel A),NA,IMPC_IMM_127_001
Klrg1+ γδ T cells - % of live leukocytes (Panel A),NA,IMPC_IMM_128_001
Resting NK cells - % of live leukocytes (Panel A),NA,IMPC_IMM_129_001
Resting Treg cells - % of live leukocytes (Panel A),NA,IMPC_IMM_130_001
